job title,company name,location,skills,links
Full Stack Developer,Conference Organizing Bureau,"Mohandessin, Giza, Egypt ",Full timePart timeWork from homeExperienced · 1 - 2 Yrs of Exp · Software Development · Full Stack · Web · Information Technology (IT) · Computer Science · javaScript · PHP · MySQL · React · Python,https://wuzzuf.net/jobs/p/WAsqVaRwGu73-Full-Stack-Developer-Conference-Organizing-Bureau-Giza-Egypt?o=60&l=sp&t=sj&a=python|search-v3|navbl
Quality Assurance Specialist ( Technical writer ),Confidential -,"Haram, Giza, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Quality Assurance · Quality Control · QA · Quality · Technical Writing · Biotechnology · English · Computer Science · SaaS · JIRA,https://wuzzuf.net/jobs/p/RduoUhAuyKjw-Quality-Assurance-Specialist-Technical-writer-Biobusiness-Giza-Egypt?o=61&l=sp&t=sj&a=python|search-v3|navbl
Exploration Data Scientist,Confidential -,"Qusayr, Red Sea, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Python · SQL · Business Intelligence · Computer Science · Math · Software Engineering · Statistics · Science · Geology · Database Administration,https://wuzzuf.net/jobs/p/PqZvjraQxsI2-Exploration-Data-Scientist-Sukari-Gold-Mines-Red-Sea-Egypt?o=62&l=sp&t=sj&a=python|search-v3|navbl
Senior Odoo Developer,Confidential -,"Victoria, Alexandria, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · Computer Science · Information Technology (IT) · Python · Odoo · Software Development · XML · API · Programming · Software · Computer Engineering,https://wuzzuf.net/jobs/p/xnk6yBaan0be-Senior-Odoo-Developer-Alexandria-Egypt?o=63&l=sp&t=sj&a=python|search-v3|navbl
Senior Backend Engineer - Platform Team,Confidential -,"Sheraton, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Science · Software Development · Software Engineering · SQL · Programming · Design · API · Java · Python · Git,https://wuzzuf.net/jobs/p/jHP5dkkcjmH3-Senior-Backend-Engineer---Platform-Team-Nana-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|navbl
Senior Odoo Development Specialist,Confidential -,"Nasr City, Cairo, Egypt ",Full timePart timeExperienced · 2+ Yrs of Exp · Information Technology (IT) · Odoo · Computer Science · Python · PostgreSQL · javaScript · HTML · Software Development · Django · GIT,https://wuzzuf.net/jobs/p/KhWofoJgB2LC-Senior-Odoo-Development-Specialist-Smart-IT-Cairo-Egypt?o=65&l=sp&t=sj&a=python|search-v3|navbl
Backend Engineer,Confidential -,"New Cairo, Cairo, Egypt ",Full timeWork from homeExperienced · 2+ Yrs of Exp · Software Engineering · Information Technology (IT) · Computer Science · Software Development · Back-End · Git · SQL · Programming · Agile · Python,https://wuzzuf.net/jobs/p/bYlfxZ6MB2Xv-Backend-Engineer-TEMPO-Cairo-Egypt?o=66&l=sp&t=sj&a=python|search-v3|navbl
Senior Data Scientist,Confidential -,"Sheraton, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Python · Software Engineering · Computer Science · Data Science · Engineering · Machine Learning · MySQL · Data Scientist · Science · Information Technology (IT),https://wuzzuf.net/jobs/p/S9C1J3EjbtK0-Senior-Data-Scientist-Nana-Cairo-Egypt?o=67&l=sp&t=sj&a=python|search-v3|navbl
Junior Digital Design Engineer,Confidential -,"Sheraton, Cairo, Egypt ",Full timeEntry Level · 0 - 1 Yrs of Exp · Information Technology (IT) · Computer Science · Engineering · Telecommunication · Electronics Engineering · HDL · Digital Design · Verilog · VHDL · CMOS,https://wuzzuf.net/jobs/p/0wjfkz7YxLzm-Junior-Digital-Design-Engineer-Si-Vision-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|navbl
Senior Digital Design Engineer,Confidential -,"Sheraton, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Engineering · Electronics · Digital Design · IT · Computer Science · Computer Engineering · ASIC · HDL · Verilog · VHDL,https://wuzzuf.net/jobs/p/34yr254CFm8z-Senior-Digital-Design-Engineer-Si-Vision-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|navbl
Systems Analyst,Confidential -,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · System Analysis · Computer Science · Information Systems · Applications · Information Technology (IT) · Business Analysis · Analysis · Testing · SQL · Product Management,https://wuzzuf.net/jobs/p/ImOtWYBlEkfE-Systems-Analyst-Cairo-Egypt?o=70&l=sp&t=sj&a=python|search-v3|navbl
Data Scientist,Confidential -,"Maadi, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Data Science · Computer Science · Python · SQL · Machine Learning · Algorithms · Information Technology (IT) · Statistics · Naive Bayes · Query,https://wuzzuf.net/jobs/p/YlmDpx2ff401-Data-Scientist-Cognitro-Analytics-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|navbl
SOC L2 Engineer,Confidential -,"New Cairo, Cairo, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Information Technology (IT) · Networking · Computer Science · information security · Network · Engineering · Computer Engineering · FTP · HTTP · Unix,https://wuzzuf.net/jobs/p/JXJuoQ5mop00-SOC-L2-Engineer-ZINAD-IT-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|navbl
Odoo Developer - Remotely,Confidential -,"Cairo, Egypt ",Full timeWork from homeExperienced · 3 - 8 Yrs of Exp · Python · Computer Science · English · Odoo · PostgresDB · PoS · CI · CD · Github · IT,https://wuzzuf.net/jobs/p/Dc8monF5Sd5l-Odoo-Developer---Remotely-Cairo-Egypt?o=73&l=sp&t=sj&a=python|search-v3|navbl
Full Stack Developer,Confidential -,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · GraphQL · Restful API · Java · Node.js · Full Stack · Software Development · Agile · NoSQL · SQL · HTML,https://wuzzuf.net/jobs/p/qGNpSCDf969p-Full-Stack-Developer-Master-Linux-Cairo-Egypt?o=74&l=sp&t=sj&a=python|search-v3|navbl
Senior Quality Control Engineer (Automation),Confidential -,"Mohandessin, Giza, Egypt ",Full timeExperienced · 5 - 8 Yrs of Exp · Quality Control · Quality Assurance · Information Technology (IT) · Computer Science · Selenium · SoapUI · SQL · Testing · Quality · Web Applications,https://wuzzuf.net/jobs/p/pDDLu8Nz6HHg-Senior-Quality-Control-Engineer-Automation-700-apps-Giza-Egypt?o=75&l=sp&t=sj&a=python|search-v3|navbl
Senior Odoo Developer,Arn,"Cairo, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Computer Science · Information Technology (IT) · Odoo · Python · HTML · javaScript · Odoo Modules · XML · API · jQuery,https://wuzzuf.net/jobs/p/XDfcYileMjzl-Senior-Odoo-Developer-Arngeek-com-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|navbl
Odoo Developer,Gap Polymers ,"Maadi, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Information Technology (IT) · Computer Science · Odoo · Python · HTML · javaScript · CSS · Linux · jQuery · Engineering,https://wuzzuf.net/jobs/p/GlAdbUj5PBt0-Odoo-Developer-Gap-Polymers-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|navbl
Full Stack Developer,iSchool,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Java · HTML · Python · Information Technology (IT) · Computer Science · Software Development · javaScript · google sheets · google scripts · Back-End,https://wuzzuf.net/jobs/p/sCd2YoRzfO6G-Full-Stack-Developer-iSchool-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|navbl
Data Analyst,Emaar ,"Mokattam, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Analysis · Data · Analytical · Data Analysis · Python · ETL · IT/Software Development · Analyst/Research,https://wuzzuf.net/jobs/p/DrUf7jmVPzGZ-Data-Analyst-Emaar-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|navbl
Odoo Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Python · Odoo · Software Development · Web Development · javaScript · JQuery · CSS · HTML · XML · PostgreSQL,https://wuzzuf.net/jobs/p/iVJsy1VyDQOL-Odoo-Developer-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|navbl
Software Engineer,StatsBomb,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Web Development · JVM · MongoDB · Python · PostgreSQL · NoSql · Linux · NoSQL · Apache Beam · Scala,https://wuzzuf.net/jobs/p/PeYLgdWNH3Dg-Software-Engineer-StatsBomb-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|navbl
Junior Computer Vision Engineer,Beyond Apps Group,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · OpenCV · PRD · Objective-C · Image Processing · C++ · Python · Tensorflow · Keras · PyTorch · Computer Vision,https://wuzzuf.net/jobs/p/nZi4AsAZOvW7-Junior-Computer-Vision-Engineer-Beyond-Apps-Group-Cairo-Egypt?o=82&l=sp&t=sj&a=python|search-v3|navbl
Machine Learning Engineer,Caelum Egypt,"Dokki, Giza, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Machine Learning · Python · C++ · PyTorch · Tensorflow · Algorithms · Computer Science · Computer Engineering · Information Technology (IT) · Image Processing,https://wuzzuf.net/jobs/p/qqtdsKkAqwlW-Machine-Learning-Engineer-Caelum-Egypt-Giza-Egypt?o=83&l=sp&t=sj&a=python|search-v3|navbl
Programming Instructor - Mansoura,PL-KSA,"Mansoura, Dakahlia, Egypt ",Full timePart timeWork from homeExperienced · 2 - 5 Yrs of Exp · Robotics · Programming · Training · Instruction · Education · Computer Science · Computer Engineering · Technical · Java · C,https://wuzzuf.net/jobs/p/j5UQmTBxJnAS-Programming-Instructor---Mansoura-PL-KSA-Dakahlia-Egypt?o=84&l=sp&t=sj&a=python|search-v3|navbl
Cloud AI Engineer - Microsoft Azure,Cognitro Analytics ,"Maadi, Cairo, Egypt ",Full timeExperienced · 5 - 8 Yrs of Exp · DevOps · Deployment · Azure · CI · ML/DL frameworks · Power BI · Information Technology (IT) · AI · Artificial Intelligence · Computer Science,https://wuzzuf.net/jobs/p/S6dlZYk4KjkS-Cloud-AI-Engineer---Microsoft-Azure-Cognitro-Analytics-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|navbl
Computer Vision Tech Lead,Beyond Apps Group,"Nasr City, Cairo, Egypt ",Full timeManager · 4+ Yrs of Exp · OpenCV · OpenGL · PRD · Objective-C · Image Processing · C++ · Python · Tensorflow · Keras · PyTorch,https://wuzzuf.net/jobs/p/j5sAIc63x4yC-Computer-Vision-Tech-Lead-Beyond-Apps-Group-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|navbl
Senior GCP Cloud & DevOps Engineer,Confidential -,"Cairo, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Nexus · DevOps · Python · CI/CD tools · Linux · Terraform · GCP Platform · Jenkins · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/M7mFOUjsRr6U-Senior-GCP-Cloud-DevOps-Engineer-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|navbl
Senior Stack Developer - MEAN/MERN,SmartTech Systems,"Nasr City, Cairo, Egypt ",Full timeExperienced · 3 - 6 Yrs of Exp · Node JS · Docker · Python · MongoDB · Node Red · RASA · React JS · MEAN Stack · Stack Developement · Stack,https://wuzzuf.net/jobs/p/adXVDnRxY4Pr-Senior-Stack-Developer---MEANMERN-SmartTech-Systems-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|navbl
Odoo Developer,E3mel Business for Financial & Managerial Consultancy,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · males_only · Computer Science · Information Technology (IT) · Python · Software Development · Odoo · Software · SCRUM · Communication Skills · Development · CSS,https://wuzzuf.net/jobs/p/yNXK5BwogKW7-Odoo-Developer-E3mel-Business-for-Financial-Managerial-Consultancy-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|navbl
Team lead Backend Java,A1Softech,"Cairo, Egypt ",Full timeManager · 6 - 9 Yrs of Exp · Java · Kotlin · Backend · Docker · API · Design · Software Development · Computer Science · Software · Information Technology (IT),https://wuzzuf.net/jobs/p/Lwj29Yo6NNg1-Team-lead-Backend-Java-A1Softech-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|navbl
Software Development Team Leader,Superior Business Solutions,"Nasr City, Cairo, Egypt ",Full timeManager · 5+ Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Software · Engineering · SQL · Agile · C# · jQuery · HTML5,https://wuzzuf.net/jobs/p/Ivi9LpTSBDhC-Software-Development-Team-Leader-Superior-Business-Solutions-Cairo-Egypt?o=91&l=sp&t=sj&a=python|search-v3|navbl
Senior DevOps Engineer,SmartTech Systems,"Nasr City, Cairo, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Linux · CI/CD · DevOps · Software Engineering · Docker · AWS · Jenkins · Python · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/lEQfxFCezA3e-Senior-DevOps-Engineer-SmartTech-Systems-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|navbl
IT System Engineer - Leader, Si-Vision,"Sheraton, Cairo, Egypt ",Full timeManager · 7+ Yrs of Exp · Information Technology (IT) · Engineering · Communication · Computer Science · Computer Engineering · Electronics · Communication Engineering · Linux · Networking · Security,https://wuzzuf.net/jobs/p/f5kGjN87HsDG-IT-System-Engineer---Leader-Si-Vision-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|navbl
Software Support Engineer,Trufla,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Technical Support · Software · Technical Office · Computer Science · MySQL · Git · PHP · Javascript · Linux · CI/CD,https://wuzzuf.net/jobs/p/6Oo5p8Hce5Zx-Software-Support-Engineer-Trufla-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|navbl
Front End Web Developer,Boubyan Digital Factory Co.,"Cairo, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · javaScript · CSS · HTML5 · CSS3 · Front End · UI · Bootstrap,https://wuzzuf.net/jobs/p/KEw3a7D09tAY-Front-End-Web-Developer-Boubyan-Digital-Factory-Co-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|navbl
Senior Node JS Backend Developer,"Nile Bits, LLC","Nasr City, Cairo, Egypt ",Full timeWork from homeExperienced · 5 - 10 Yrs of Exp · Software Development · Design · Python · Information Technology (IT) · Computer Science · javaScript · Docker · AWS · Java · NoSQL,https://wuzzuf.net/jobs/p/SfEtiH4V22AA-Senior-Node-JS-Backend-Developer-Nile-Bits-LLC-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|navbl
Senior Devops Engineer,Premier Services and Recruitment,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Kubernetes · DevOps · Software Engineering · Docker · Jenkins · Linux · Automation · Information Technology (IT) · Computer Science · Engineering,https://wuzzuf.net/jobs/p/BLQVr1WHhAo2-Senior-Devops-Engineer-Premier-Services-and-Recruitment-Cairo-Egypt?o=97&l=sp&t=sj&a=python|search-v3|navbl
Odoo Implementer,Jessour Misr,"Abu Rawash, Giza, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Odoo · ERP · Odoo ERP · Implementation · Accounting · ERP Implementation · Information Technology (IT) · Communication Skills · Database · Computer Science,https://wuzzuf.net/jobs/p/lcuchWNqad89-Odoo-Implementer-Jessour-Misr-Giza-Egypt?o=98&l=sp&t=sj&a=python|search-v3|navbl
NLP/Deep Learning Instructor,EPSILON TRAINING CENTER,"Nasr City, Cairo, Egypt ",Part timeEntry Level · 1+ Yrs of Exp · Computer Skills · Computer Science · Information Technology (IT) · NLP · Deep Learning · Machine Learning · Python · Computer Engineering · Software Engineering · OOP,https://wuzzuf.net/jobs/p/PkUtdG8AZnel-NLPDeep-Learning-Instructor-EPSILON-TRAINING-CENTER-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|navbl
Rails & JavaScript Senior Full Stack Developer,Rebase Ventures,"Cairo, Egypt ",Full timeWork from homeExperienced · 3+ Yrs of Exp · Software Engineering · Computer Science · Information Technology (IT) · javaScript · HTML · CSS3 · GCP · AWS · Mac OS · HTML5,https://wuzzuf.net/jobs/p/oH62hw1LmwNf-Rails-JavaScript-Senior-Full-Stack-Developer-Rebase-Ventures-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|navbl
Data Science Lead,MoneyFellows,"Maadi, Cairo, Egypt ",Full timeManager · 7+ Yrs of Exp · Machine Learning · MySQL · Tableau · Python · Algorithms · data science · SQL Queries · NoSQL · Data Modelling · Data Analysis,https://wuzzuf.net/jobs/p/6v9mCtgxxKjE-Data-Science-Lead-MoneyFellows-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|navbl
Web Developer,MWG,"Nasr City, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · HTML5 · CSS3 · Web Development · javaScript · MySQL · Information Technology (IT) · Computer Science · Software Development · Development · Front End,https://wuzzuf.net/jobs/p/glI8tnGl6cVc-Web-Developer-MWG-Cairo-Egypt?o=102&l=sp&t=sj&a=python|search-v3|navbl
Business Intelligence Developer,Fatura ,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · SQL · Business Intelligence · Big Data · Tableau · Data Warehouse · Communication Skills · Information Technology (IT) · Analytical · Data · ETL,https://wuzzuf.net/jobs/p/4ydjkUeYF21i-Business-Intelligence-Developer-Fatura-Cairo-Egypt?o=103&l=sp&t=sj&a=python|search-v3|navbl
Odoo Developer - Remotely,Confidential -,"Cairo, Egypt ",Full timePart timeWork from homeExperienced · 2 - 4 Yrs of Exp · Odoo · Computer Science · Information Technology (IT) · Python · Software · Software Engineering · Software Development · Odoo ERP · English · IT/Software Development,https://wuzzuf.net/jobs/p/zxYlLQhrc19M-Odoo-Developer---Remotely-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|navbl
Odoo ERP Functional Consultant,Smart IT,"Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Odoo · Information Technology (IT) · ERP · Odoo ERP · Accounting · Computer Science · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/82TyysxVZFYJ-Odoo-ERP-Functional-Consultant-Smart-IT-Cairo-Egypt?o=105&l=sp&t=sj&a=python|search-v3|navbl
IT System Engineering Leader,Premier Services and Recruitment,"New Cairo, Cairo, Egypt ",Full timeManager · 6 - 8 Yrs of Exp · System Engineer · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/6NNubG4azn0l-IT-System-Engineering-Leader-Premier-Services-and-Recruitment-Cairo-Egypt?o=106&l=sp&t=sj&a=python|search-v3|navbl
Enterprise Solutions Team Leader (Odoo),Mideast Software,"New Cairo, Cairo, Egypt ",Full timeManager · 10 - 15 Yrs of Exp · Information Technology (IT) · Computer Science · Engineering · #odoo · SQL · C# · Angular · javaScript · HTML5 · JQuery,https://wuzzuf.net/jobs/p/P5GuOwbbPDp1-Enterprise-Solutions-Team-Leader-Odoo-Mideast-Software-Cairo-Egypt?o=107&l=sp&t=sj&a=python|search-v3|navbl
Digital Solutions Manager,Elaraby Group,"Cairo, Egypt ",Full timeManager · 8 - 10 Yrs of Exp · Communication · Marketing · Sales · Software Development · PHP · Software · Management · Information Technology (IT) · English · IT/Software Development,https://wuzzuf.net/jobs/p/z7oWZG9lWZit-Digital-Solutions-Manager-Elaraby-Group-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|navbl
Senior Software Engineer - Full Stack (6 Months Contract),Confidential -,"Cairo, Egypt ",Freelance / ProjectExperienced · 3+ Yrs of Exp · Software Development · Software Engineering · Computer Science · Information Technology (IT) · javaScript · Git · React · UI · jQuery · AWS,https://wuzzuf.net/jobs/p/WcPlDgmDOvRu-Senior-Software-Engineer---Full-Stack-6-Months-Contract-Cairo-Egypt?o=109&l=sp&t=sj&a=python|search-v3|navbl
Senior .Net Full Stack Developer (Project Based),One Point Holding,"Sheraton, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · javaScript · .NET · Angular · SQL · C# · HTML · Full Stack,https://wuzzuf.net/jobs/p/zq1P7w9fu5a5-Senior-Net-Full-Stack-Developer-Project-Based-One-Point-Holding-Cairo-Egypt?o=110&l=sp&t=sj&a=python|search-v3|navbl
IT Technical Support (80 % Of Work Will Be Allocated In Africa),Confidential -,"Cairo, Egypt ",Full timePart timeExperienced · 5 - 15 Yrs of Exp · Information Technology (IT) · Computer Hardware · Installation · Networks · Hardware · LAN · WAN · Computer · Network · Servers,https://wuzzuf.net/jobs/p/ymgfCb8s4v1u-IT-Technical-Support-80-Of-Work-Will-Be-Allocated-In-Africa-Cairo-Egypt?o=111&l=sp&t=sj&a=python|search-v3|navbl
DevOps Engineer & Technical Lead,Fields for Trading and Industries,"Obour City, Cairo, Egypt ",Part timeExperienced · 2 - 5 Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software · Java · AWS · Docker · Linux · MySQL,https://wuzzuf.net/jobs/p/grOplHOz6JPV-DevOps-Engineer-Technical-Lead-Fields-for-Trading-and-Industries-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|navbl
React Front End Web Developer - Ocucon UK Team - (Alexandria),Procrew,"San Stefano, Alexandria, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Wireframes · Information Technology (IT) · Software Development · React · Front End · javaScript · Computer Science · Express · JSON · API,https://wuzzuf.net/jobs/p/8VL9e025LerV-React-Front-End-Web-Developer---Ocucon-UK-Team---Alexandria-Procrew-Alexandria-Egypt?o=113&l=sp&t=sj&a=python|search-v3|navbl
Senior Devops Engineer,Botit,"Downtown, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Linux · Azure · Nginx · Docker · Kubernetes · Git · DevOps · Jenkins · Software Engineering · NoSQL,https://wuzzuf.net/jobs/p/qZPhBSMQ3Avg-Senior-Devops-Engineer-Botit-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|navbl
Senior .Net Software Developer,Kalasko,"Hurghada, Red Sea, Egypt ",Full timeExperienced · 4 - 5 Yrs of Exp · C# · Information Technology (IT) · Cloud Computing · Computer Science · Software Development · Software Engineering · .NET · .NET Framework · English · Software,https://wuzzuf.net/jobs/p/HUeOT6iNgXje-Senior-Net-Software-Developer-Kalasko-Red-Sea-Egypt?o=115&l=sp&t=sj&a=python|search-v3|navbl
Software Development Manager,Confidential -,"Giza, Giza, Egypt ",Full timeWork from homeManager · 10+ Yrs of Exp · Computer Science · Agile · Management · Software · Software Development · Communication Skills · PHP · Information Technology (IT) · Software Engineering · javaScript,https://wuzzuf.net/jobs/p/N6OabqAK2R7l-Software-Development-Manager-Giza-Egypt?o=116&l=sp&t=sj&a=python|search-v3|navbl
Senior Technical Support Engineer,Expandium,"Maadi, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Technical Support · Linux · Installation · Maintenance · Information Technology (IT) · Engineering · Customer Service · Network · Troubleshooting · Computer Science,https://wuzzuf.net/jobs/p/CvRJlUCKyyHR-Senior-Technical-Support-Engineer-Expandium-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|navbl
Software Tester,Div Systems,"Mokattam, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · API · Computer Science · Information Technology (IT) · Automation · Testing · Automation Testing · SQL · Software Testing · Quality Control · Selenium,https://wuzzuf.net/jobs/p/OxZkzWXdf0HT-Software-Tester-Div-Systems-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|navbl
Senior DevOps Engineer,Mideast Software,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Information Technology (IT) · Agile · Linux · Docker · Software Engineering · DevOps · Engineering · Software Development · Computer Science · IT/Software Development,https://wuzzuf.net/jobs/p/eQGpwpzLMj0w-Senior-DevOps-Engineer-Mideast-Software-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|navbl
IT And Odoo Developer,Fitex ,"Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Odoo · Information Technology (IT) · ERP · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/05gboDSYtddq-IT-And-Odoo-Developer-Fitex-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|navbl
Robotics Instructor Steam,iSchool,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 0 - 2 Yrs of Exp · Teaching · Education · Lego · Stem · Mechanical · Robot · Robotics · Engineering · Electronics · Programming,https://wuzzuf.net/jobs/p/JW4lzXJ95ibv-Robotics-Instructor-Steam-iSchool-Cairo-Egypt?o=121&l=sp&t=sj&a=python|search-v3|navbl
R&D Engineer,Simplex,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · R&amp;D · Design · SolidWorks · Mechatronics · Electronics · Programming · Software · CAD · 3D · Engineering,https://wuzzuf.net/jobs/p/1rAo6S5T281f-RD-Engineer-Simplex-Cairo-Egypt?o=122&l=sp&t=sj&a=python|search-v3|navbl
Back-End Java Developer,e Aswaaq Misr,"Giza, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Computer Science · Software Development · Information Technology (IT) · javaScript · Software Engineering · Back-End · PHP · HTML · CSS · Web Development,https://wuzzuf.net/jobs/p/6MKTPSfvEnN4-Back-End-Java-Developer-e-Aswaaq-Misr-Giza-Egypt?o=123&l=sp&t=sj&a=python|search-v3|navbl
Computer science Instructor ( STEAM ),iSchool,"New Cairo, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Computer Science · Instructor · Training · Teaching · Science · Computer · Information Technology (IT) · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor,https://wuzzuf.net/jobs/p/4wGwnZ4LfABw-Computer-science-Instructor-STEAM-iSchool-Cairo-Egypt?o=124&l=sp&t=sj&a=python|search-v3|navbl
DevOps/ProdOPS Engineer M/F Cairo (Egypt),Cegedim,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Computer Science · Computer Engineering · Information Technology (IT) · DevOps · ProdOPS · Gradle · Git · Openshift · AngularJS · Sonar,https://wuzzuf.net/jobs/p/YHoqOmwo30WT-DevOpsProdOPS-Engineer-MF-Cairo-Egypt-Cegedim-Cairo-Egypt?o=125&l=sp&t=sj&a=python|search-v3|navbl
Senior Software Engineer,NewStore,"Berlin, Germany ",Full timeExperienced · 3+ Yrs of Exp · Software Engineering · E-Commerce · Computer Science · Information Technology (IT) · Software Development · Engineering · Software · javaScript · Agile · Testing,https://wuzzuf.net/jobs/p/x1eQf18ZVl1j-Senior-Software-Engineer-NewStore-Berlin-Germany?o=126&l=sp&t=sj&a=python|search-v3|navbl
Senior Software Developer (Focusing on .NET),TMentors,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · .Net Core · .Net · Information Technology (IT) · Software Development · Computer Science · .NET · Software Engineering · Node.js · javaScript · English,https://wuzzuf.net/jobs/p/U0xPPqDtpG76-Senior-Software-Developer-Focusing-on-NET-TMentors-Cairo-Egypt?o=127&l=sp&t=sj&a=python|search-v3|navbl
